case_id,scope,tipo_pregunta,llm_call_index,purpose,generation_attempt,generation_profile,model,temperature,num_ctx,num_predict,estimated_input_tokens,prompt_eval_count,prompt_eval_duration_ms,eval_count,eval_duration_ms,tokens_per_second,load_duration_ms,total_duration_ms,inference_device,gpu_active,queue_duration_ms,validation_result,validation_reason,validation_detail_code,finish_reason,codigo_error_final,latencia_total_turno_s
HIS-F03,hemogram_history,serie,2,repair_generation,2,history_comparison_structured_repair,qwen3.6:27b-q4_K_M,0.1,16384,1024,6750,3922,1152.299,471,36065.886,13.06,567.306,37816.48,full_gpu,True,0,repairable,missing_required_clinical_facts,"NEU:value,NEU:unit,NEU:value,NEU:unit",stop,,95.963
HIS-F03,hemogram_history,serie,3,repair_generation,3,history_comparison,qwen3.6:27b-q4_K_M,0.3,16384,1280,3493,1380,2179.757,246,19016.503,12.94,532.221,22466.877,full_gpu,True,0,valid,ok,,stop,,95.963
HIS-F04,hemogram_history,serie,1,primary_generation,1,history_comparison,qwen3.6:27b-q4_K_M,0.3,16384,1280,9328,6821,10093.576,457,35035.654,13.04,531.9,46254.514,full_gpu,True,1,valid,ok,,stop,,46.473
HIS-F05,hemogram_history,serie,1,primary_generation,1,history_comparison,qwen3.6:27b-q4_K_M,0.3,16384,1280,6599,3778,5595.786,346,26487.739,13.06,553.78,33216.703,full_gpu,True,0,repairable,missing_required_clinical_facts,"HCT:value,HCT:unit,HCT:value,HCT:unit",stop,generation_repair_failed,94.871
HIS-F05,hemogram_history,serie,2,repair_generation,2,history_comparison_structured_repair,qwen3.6:27b-q4_K_M,0.1,16384,1024,6725,3882,1146.264,475,36602.686,12.98,566.65,38346.296,full_gpu,True,0,invalid,structured_schema_invalid,patient_fact_ids_missing,stop,generation_repair_failed,94.871
HIS-F05,hemogram_history,serie,3,repair_generation,3,history_comparison,qwen3.6:27b-q4_K_M,0.3,16384,1280,3494,1382,2174.5,256,19589.963,13.07,569.081,23076.44,full_gpu,True,0,invalid,structured_schema_invalid,policy_rule_id_missing,stop,generation_repair_failed,94.871
HIS-F06,hemogram_history,serie,1,primary_generation,1,history_comparison,qwen3.6:27b-q4_K_M,0.3,16384,1280,9323,6821,10084.802,360,27809.635,12.95,560.427,39047.314,full_gpu,True,0,valid,ok,,stop,,39.249
HIS-F07,hemogram_history,serie,1,primary_generation,1,history_comparison,qwen3.6:27b-q4_K_M,0.3,16384,1280,6655,3831,5655.221,400,30639.692,13.05,567.731,37451.807,full_gpu,True,0,repairable,missing_required_clinical_facts,"EOS:value,EOS:unit,EOS:reference_min,EOS:reference_max",stop,generation_repair_failed,101.971
HIS-F07,hemogram_history,serie,2,repair_generation,2,history_comparison_structured_repair,qwen3.6:27b-q4_K_M,0.1,16384,1024,6791,3944,1158.078,460,35224.644,13.06,549.931,36964.067,full_gpu,True,0,repairable,missing_required_clinical_facts,"EOS:value,EOS:unit,EOS:reference_min,EOS:reference_max",stop,generation_repair_failed,101.971
HIS-F07,hemogram_history,serie,3,repair_generation,3,history_comparison,qwen3.6:27b-q4_K_M,0.3,16384,1280,3527,1404,2188.541,315,23862.527,13.20,549.66,27326.457,full_gpu,True,0,invalid,structured_schema_invalid,policy_rule_id_missing,stop,generation_repair_failed,101.971
HIS-F08,hemogram_history,serie,1,primary_generation,1,history_comparison,qwen3.6:27b-q4_K_M,0.3,16384,1280,9325,6820,10089.798,1280,96235.559,13.30,559.196,107483.912,full_gpu,True,0,invalid,structured_json_invalid,,length,,152.287
HIS-F08,hemogram_history,serie,2,repair_generation,2,history_comparison_structured_repair,qwen3.6:27b-q4_K_M,0.1,16384,1024,9433,6899,1149.637,559,42805.112,13.06,563.399,44574.901,full_gpu,True,0,valid,ok,,stop,,152.287
MT-A-1,selected_hemogram,multiturno,1,primary_generation,1,hemogram_interpretation,qwen3.6:27b-q4_K_M,0.3,16384,1280,6674,3866,5728.655,302,23482.106,12.86,533.419,30564.087,full_gpu,True,1,valid,ok,,stop,,30.768
MT-A-2,selected_hemogram,multiturno,1,primary_generation,1,hemogram_interpretation,qwen3.6:27b-q4_K_M,0.3,16384,1280,7756,5127,7667.886,300,23163.676,12.95,552.701,31898.339,full_gpu,True,1,valid,ok,,stop,,32.104
MT-A-3,selected_hemogram,multiturno,1,primary_generation,1,hemogram_interpretation,qwen3.6:27b-q4_K_M,0.3,16384,1280,7767,4894,7222.545,521,39658.297,13.14,559.942,48023.854,full_gpu,True,1,invalid,evidence_span_not_found,,stop,,105.478
MT-A-3,selected_hemogram,multiturno,2,repair_generation,2,hemogram_interpretation_structured_repair,qwen3.6:27b-q4_K_M,0.1,16384,1024,8201,5186,1445.316,426,32802.631,12.99,533.409,34836.94,full_gpu,True,0,invalid,evidence_claim_mismatch,proposition_2:overlap_0:required_4:tokens_6:contexts_1,stop,,105.478
MT-A-3,selected_hemogram,multiturno,3,repair_generation,3,hemogram_interpretation,qwen3.6:27b-q4_K_M,0.3,16384,1280,3938,1724,2636.507,229,17765.418,12.89,553.892,21728.645,full_gpu,True,0,valid,ok,,stop,,105.478
MT-A-4,selected_hemogram,multiturno,1,primary_generation,1,hemogram_interpretation,qwen3.6:27b-q4_K_M,0.3,16384,1280,8141,5372,7893.712,414,31688.022,13.06,574.81,40717.623,full_gpu,True,0,valid,ok,,stop,,40.916
MT-B-1,selected_hemogram,multiturno,1,primary_generation,1,hemogram_interpretation,qwen3.6:27b-q4_K_M,0.3,16384,1280,6676,3871,5736.344,277,21457.855,12.91,546.469,28287.705,full_gpu,True,0,valid,ok,,stop,,28.484
MT-B-2,selected_hemogram,multiturno,1,primary_generation,1,hemogram_interpretation,qwen3.6:27b-q4_K_M,0.3,16384,1280,7780,5151,7660.091,385,29571.306,13.02,549.507,38330.141,full_gpu,True,0,valid,ok,,stop,,38.51
MT-B-3,selected_hemogram,multiturno,1,primary_generation,1,safety_guardrail,qwen3.6:27b-q4_K_M,0.3,16384,1280,7540,5167,7666.443,271,21270.584,12.74,541.5,30024.145,full_gpu,True,0,invalid,structured_patient_fact_id_required,,stop,,150.883
MT-B-3,selected_hemogram,multiturno,2,repair_generation,2,safety_guardrail_structured_repair,qwen3.6:27b-q4_K_M,0.1,16384,1024,7654,5250,1142.298,248,19519.077,12.71,556.49,21267.653,full_gpu,True,0,invalid,structured_patient_fact_id_required,,stop,,150.883
MT-B-3,selected_hemogram,multiturno,3,repair_generation,3,safety_guardrail,qwen3.6:27b-q4_K_M,0.3,16384,1280,8035,5331,7881.099,906,68237.739,13.28,534.071,77501.121,full_gpu,True,0,invalid,structured_patient_fact_not_materialized,,stop,,150.883
MT-B-3,selected_hemogram,multiturno,4,repair_generation,4,safety_guardrail,qwen3.6:27b-q4_K_M,0.3,16384,1280,4056,1806,2776.873,229,17865.62,12.82,566.968,21828.01,full_gpu,True,0,valid,ok,,stop,,150.883
MT-B-4,selected_hemogram,multiturno,1,primary_generation,1,hemogram_interpretation,qwen3.6:27b-q4_K_M,0.3,16384,1280,8117,5378,7973.865,401,30737.577,13.05,541.938,39825.051,full_gpu,True,0,valid,ok,,stop,,40.012
MT-H-1,hemogram_history,multiturno,1,primary_generation,1,history_comparison,qwen3.6:27b-q4_K_M,0.3,16384,1280,6602,3793,5621.39,490,37165.806,13.18,560.03,44001.411,full_gpu,True,1,repairable,missing_required_clinical_facts,"WBC:value,WBC:unit,WBC:value,WBC:unit",stop,generation_repair_failed,106.59
MT-H-1,hemogram_history,multiturno,2,repair_generation,2,history_comparison_structured_repair,qwen3.6:27b-q4_K_M,0.1,16384,1024,6728,3901,1150.511,522,39799.048,13.12,531.14,41512.231,full_gpu,True,0,repairable,missing_required_clinical_facts,"WBC:value,WBC:unit,WBC:value,WBC:unit",stop,generation_repair_failed,106.59
MT-H-1,hemogram_history,multiturno,3,repair_generation,3,history_comparison,qwen3.6:27b-q4_K_M,0.3,16384,1280,3492,1381,2176.508,227,17401.554,13.04,576.342,20846.093,full_gpu,True,0,invalid,structured_policy_claim_type_invalid,,stop,generation_repair_failed,106.59
MT-H-2,hemogram_history,multiturno,1,primary_generation,1,history_comparison,qwen3.6:27b-q4_K_M,0.3,16384,1280,6597,3788,5624.812,480,36464.638,13.16,559.114,43182.065,full_gpu,True,1,repairable,missing_required_clinical_facts,"PLT:value,PLT:unit",stop,generation_repair_failed,97.499
MT-H-2,hemogram_history,multiturno,2,repair_generation,2,history_comparison_structured_repair,qwen3.6:27b-q4_K_M,0.1,16384,1024,6715,3883,1144.688,351,27050.675,12.98,544.814,28771.0,full_gpu,True,0,repairable,missing_required_clinical_facts,"PLT:value,PLT:unit",stop,generation_repair_failed,97.499
MT-H-2,hemogram_history,multiturno,3,repair_generation,3,history_comparison,qwen3.6:27b-q4_K_M,0.3,16384,1280,3482,1373,2172.252,288,21899.006,13.15,562.593,25314.544,full_gpu,True,0,invalid,structured_schema_invalid,policy_rule_id_missing,stop,generation_repair_failed,97.499
MT-H-3,hemogram_history,multiturno,1,primary_generation,1,history_comparison,qwen3.6:27b-q4_K_M,0.3,16384,1280,9318,6817,10089.908,500,38390.482,13.02,553.56,49632.416,full_gpu,True,0,valid,ok,,stop,,49.882
