case_id,scope,request_id,turn_id,conversation_id,pregunta,n_llamadas,latencia_total_s,desenlace,srv_status,srv_state,response_persistida,llm_call,purpose,perfil,temp,num_predict,prompt_tok,prompt_s,output_tok,decode_s,tok_s,queue_ms,validator_result,validator_reason,validator_detail,finish_reason,envelope_chars
HIS-05,hemogram_history,65c83f3b-2871-4ad9-8f0d-d4f8580e0180,793bb614-9267-4b2d-b705-3a8bbb819232,dc9ac639-8d51-4e77-b078-247fb19a369c,Calcula el cambio porcentual de las plaquetas desde el estud,3,90.551,OK,completed,completed,si,3,repair_generation,history_comparison,0.3,1280,1382,2.17,224,17.42,12.86,0,valid,ok,,stop,
HIS-06,hemogram_history,5e610ccb-00e7-4f53-8ebb-a6462d93e115,be1be590-3be1-4e03-a10b-b76fb2c7feea,3ab93e7b-4c76-484f-b21d-859b3d301d31,¿Cómo cambiaron los leucocitos con el tiempo?,3,95.359,generation_repair_failed,failed,failed_retryable,no,1,primary_generation,history_comparison,0.3,1280,3792,5.62,375,28.74,13.05,0,invalid,structured_patient_fact_not_materialized,,stop,
HIS-06,hemogram_history,5e610ccb-00e7-4f53-8ebb-a6462d93e115,be1be590-3be1-4e03-a10b-b76fb2c7feea,3ab93e7b-4c76-484f-b21d-859b3d301d31,¿Cómo cambiaron los leucocitos con el tiempo?,3,95.359,generation_repair_failed,failed,failed_retryable,no,2,repair_generation,history_comparison_structured_repair,0.1,1024,3876,1.14,409,31.44,13.01,0,invalid,structured_patient_fact_not_materialized,,stop,
HIS-06,hemogram_history,5e610ccb-00e7-4f53-8ebb-a6462d93e115,be1be590-3be1-4e03-a10b-b76fb2c7feea,3ab93e7b-4c76-484f-b21d-859b3d301d31,¿Cómo cambiaron los leucocitos con el tiempo?,3,95.359,generation_repair_failed,failed,failed_retryable,no,3,repair_generation,history_comparison,0.3,1280,1380,2.18,304,23.13,13.14,0,invalid,structured_schema_invalid,policy_rule_id_missing,stop,1120
HIS-07,hemogram_history,6c793f2f-9e9e-47e7-a904-5e0cae8c596d,a3b3c868-9b6d-467f-a265-f25bd31b3d60,1895a710-f1e5-4a9a-882e-bcbd3c00a570,¿El MCHC viene aumentando?,3,98.796,generation_repair_failed,failed,failed_retryable,no,1,primary_generation,history_comparison,0.3,1280,3778,5.61,374,28.63,13.06,0,repairable,missing_required_clinical_facts,"MCHC:value,MCHC:unit,MCHC:value,MCHC:unit",stop,
HIS-07,hemogram_history,6c793f2f-9e9e-47e7-a904-5e0cae8c596d,a3b3c868-9b6d-467f-a265-f25bd31b3d60,1895a710-f1e5-4a9a-882e-bcbd3c00a570,¿El MCHC viene aumentando?,3,98.796,generation_repair_failed,failed,failed_retryable,no,2,repair_generation,history_comparison_structured_repair,0.1,1024,3886,1.15,468,35.8,13.07,0,repairable,missing_required_clinical_facts,"MCHC:value,MCHC:unit,MCHC:value,MCHC:unit",stop,
HIS-07,hemogram_history,6c793f2f-9e9e-47e7-a904-5e0cae8c596d,a3b3c868-9b6d-467f-a265-f25bd31b3d60,1895a710-f1e5-4a9a-882e-bcbd3c00a570,¿El MCHC viene aumentando?,3,98.796,generation_repair_failed,failed,failed_retryable,no,3,repair_generation,history_comparison,0.3,1280,1375,2.18,293,22.35,13.11,0,invalid,structured_schema_invalid,policy_rule_id_missing,stop,1049
HIS-F02,hemogram_history,8228d893-1d31-47a4-a06d-d4474b619b02,63791240-fc65-4f47-ae5f-34ff145b3536,d0e9e773-079c-4aa3-b551-ee91b7a1d4f0,¿Qué parámetros pasaron de normales a fuera de rango?,2,112.668,OK,completed,completed,si,1,primary_generation,history_comparison,0.3,1280,6821,10.1,762,57.73,13.2,0,invalid,unsupported_numeric_claim,unsupported_numeric_claim:claim,stop,
HIS-F02,hemogram_history,8228d893-1d31-47a4-a06d-d4474b619b02,63791240-fc65-4f47-ae5f-34ff145b3536,d0e9e773-079c-4aa3-b551-ee91b7a1d4f0,¿Qué parámetros pasaron de normales a fuera de rango?,2,112.668,OK,completed,completed,si,2,repair_generation,history_comparison_structured_repair,0.1,1024,6904,1.16,553,42.24,13.09,0,valid,ok,,stop,
HIS-F03,hemogram_history,c7e4894e-b786-4722-ab37-c60eb1c0d75e,925339e0-f8e6-4645-a9c0-234d45dbaa26,292d1266-09a2-49f1-882b-4d3cc6717622,¿Cómo cambiaron los neutrófilos entre cada fecha?,3,95.963,OK,completed,completed,si,1,primary_generation,history_comparison,0.3,1280,3814,5.65,373,28.52,13.08,0,repairable,missing_required_clinical_facts,"NEU:value,NEU:unit,NEU:value,NEU:unit",stop,
HIS-F03,hemogram_history,c7e4894e-b786-4722-ab37-c60eb1c0d75e,925339e0-f8e6-4645-a9c0-234d45dbaa26,292d1266-09a2-49f1-882b-4d3cc6717622,¿Cómo cambiaron los neutrófilos entre cada fecha?,3,95.963,OK,completed,completed,si,2,repair_generation,history_comparison_structured_repair,0.1,1024,3922,1.15,471,36.07,13.06,0,repairable,missing_required_clinical_facts,"NEU:value,NEU:unit,NEU:value,NEU:unit",stop,
HIS-F03,hemogram_history,c7e4894e-b786-4722-ab37-c60eb1c0d75e,925339e0-f8e6-4645-a9c0-234d45dbaa26,292d1266-09a2-49f1-882b-4d3cc6717622,¿Cómo cambiaron los neutrófilos entre cada fecha?,3,95.963,OK,completed,completed,si,3,repair_generation,history_comparison,0.3,1280,1380,2.18,246,19.02,12.94,0,valid,ok,,stop,
HIS-F05,hemogram_history,fb3ec159-b911-4085-bcdb-10c3af28ca31,ef48505d-934f-45bc-b34f-ae52cfc6eb85,3f94abaf-9ede-4d72-9dc0-5c74b492824c,¿El hematocrito subió o bajó y en qué porcentaje?,3,94.871,generation_repair_failed,failed,failed_retryable,no,1,primary_generation,history_comparison,0.3,1280,3778,5.6,346,26.49,13.06,0,repairable,missing_required_clinical_facts,"HCT:value,HCT:unit,HCT:value,HCT:unit",stop,
HIS-F05,hemogram_history,fb3ec159-b911-4085-bcdb-10c3af28ca31,ef48505d-934f-45bc-b34f-ae52cfc6eb85,3f94abaf-9ede-4d72-9dc0-5c74b492824c,¿El hematocrito subió o bajó y en qué porcentaje?,3,94.871,generation_repair_failed,failed,failed_retryable,no,2,repair_generation,history_comparison_structured_repair,0.1,1024,3882,1.15,475,36.6,12.98,0,invalid,structured_schema_invalid,patient_fact_ids_missing,stop,1395
HIS-F05,hemogram_history,fb3ec159-b911-4085-bcdb-10c3af28ca31,ef48505d-934f-45bc-b34f-ae52cfc6eb85,3f94abaf-9ede-4d72-9dc0-5c74b492824c,¿El hematocrito subió o bajó y en qué porcentaje?,3,94.871,generation_repair_failed,failed,failed_retryable,no,3,repair_generation,history_comparison,0.3,1280,1382,2.17,256,19.59,13.07,0,invalid,structured_schema_invalid,policy_rule_id_missing,stop,889
HIS-F07,hemogram_history,70283ed7-b83b-4420-b297-9310f1f0d7f1,dd6035d7-8ebb-4284-b45e-f9c2386fec48,bfb41cf2-b1ee-4254-a669-85ac80d8ad08,El estudio del 17 de diciembre dice que no hay patrones fuer,3,101.971,generation_repair_failed,failed,failed_retryable,no,1,primary_generation,history_comparison,0.3,1280,3831,5.66,400,30.64,13.05,0,repairable,missing_required_clinical_facts,"EOS:value,EOS:unit,EOS:reference_min,EOS:reference_max",stop,
HIS-F07,hemogram_history,70283ed7-b83b-4420-b297-9310f1f0d7f1,dd6035d7-8ebb-4284-b45e-f9c2386fec48,bfb41cf2-b1ee-4254-a669-85ac80d8ad08,El estudio del 17 de diciembre dice que no hay patrones fuer,3,101.971,generation_repair_failed,failed,failed_retryable,no,2,repair_generation,history_comparison_structured_repair,0.1,1024,3944,1.16,460,35.22,13.06,0,repairable,missing_required_clinical_facts,"EOS:value,EOS:unit,EOS:reference_min,EOS:reference_max",stop,
HIS-F07,hemogram_history,70283ed7-b83b-4420-b297-9310f1f0d7f1,dd6035d7-8ebb-4284-b45e-f9c2386fec48,bfb41cf2-b1ee-4254-a669-85ac80d8ad08,El estudio del 17 de diciembre dice que no hay patrones fuer,3,101.971,generation_repair_failed,failed,failed_retryable,no,3,repair_generation,history_comparison,0.3,1280,1404,2.19,315,23.86,13.2,0,invalid,structured_schema_invalid,policy_rule_id_missing,stop,1139
HIS-F08,hemogram_history,46145749-ed3e-4d11-8d31-34ab30459c1e,69f1691d-481d-4378-8493-0e37f5f15964,c23353f7-fdd7-48c6-a18a-15a385d84984,Resume la evolución para llevarla a la consulta veterinaria.,2,152.287,OK,completed,completed,si,1,primary_generation,history_comparison,0.3,1280,6820,10.09,1280,96.24,13.3,0,invalid,structured_json_invalid,,length,2818
HIS-F08,hemogram_history,46145749-ed3e-4d11-8d31-34ab30459c1e,69f1691d-481d-4378-8493-0e37f5f15964,c23353f7-fdd7-48c6-a18a-15a385d84984,Resume la evolución para llevarla a la consulta veterinaria.,2,152.287,OK,completed,completed,si,2,repair_generation,history_comparison_structured_repair,0.1,1024,6899,1.15,559,42.81,13.06,0,valid,ok,,stop,
MT-A-3,selected_hemogram,c204ba10-5d1f-49e8-8ee6-39f4c8fb1e31,8e539fa8-72c3-4bdb-a4b5-a3448cf5cfdb,3f9dceb8-cb0d-4a2d-a77b-7421fdbb2794,¿Por qué el sistema menciona policitemia?,3,105.478,OK,completed,completed,si,1,primary_generation,hemogram_interpretation,0.3,1280,4894,7.22,521,39.66,13.14,1,invalid,evidence_span_not_found,,stop,
MT-A-3,selected_hemogram,c204ba10-5d1f-49e8-8ee6-39f4c8fb1e31,8e539fa8-72c3-4bdb-a4b5-a3448cf5cfdb,3f9dceb8-cb0d-4a2d-a77b-7421fdbb2794,¿Por qué el sistema menciona policitemia?,3,105.478,OK,completed,completed,si,2,repair_generation,hemogram_interpretation_structured_repair,0.1,1024,5186,1.45,426,32.8,12.99,0,invalid,evidence_claim_mismatch,proposition_2:overlap_0:required_4:tokens_6:contexts_1,stop,
MT-A-3,selected_hemogram,c204ba10-5d1f-49e8-8ee6-39f4c8fb1e31,8e539fa8-72c3-4bdb-a4b5-a3448cf5cfdb,3f9dceb8-cb0d-4a2d-a77b-7421fdbb2794,¿Por qué el sistema menciona policitemia?,3,105.478,OK,completed,completed,si,3,repair_generation,hemogram_interpretation,0.3,1280,1724,2.64,229,17.77,12.89,0,valid,ok,,stop,
MT-B-3,selected_hemogram,bc78696d-2869-48c8-b49b-ff17ae081ad9,fe87ca31-0137-4442-8d1f-bc7fd72d9380,eacff484-91aa-4880-baf3-bcaff28e7f60,¿Eso significa que tiene una enfermedad?,4,150.883,OK,refused,completed,si,1,primary_generation,safety_guardrail,0.3,1280,5167,7.67,271,21.27,12.74,0,invalid,structured_patient_fact_id_required,,stop,
MT-B-3,selected_hemogram,bc78696d-2869-48c8-b49b-ff17ae081ad9,fe87ca31-0137-4442-8d1f-bc7fd72d9380,eacff484-91aa-4880-baf3-bcaff28e7f60,¿Eso significa que tiene una enfermedad?,4,150.883,OK,refused,completed,si,2,repair_generation,safety_guardrail_structured_repair,0.1,1024,5250,1.14,248,19.52,12.71,0,invalid,structured_patient_fact_id_required,,stop,
MT-B-3,selected_hemogram,bc78696d-2869-48c8-b49b-ff17ae081ad9,fe87ca31-0137-4442-8d1f-bc7fd72d9380,eacff484-91aa-4880-baf3-bcaff28e7f60,¿Eso significa que tiene una enfermedad?,4,150.883,OK,refused,completed,si,3,repair_generation,safety_guardrail,0.3,1280,5331,7.88,906,68.24,13.28,0,invalid,structured_patient_fact_not_materialized,,stop,
MT-B-3,selected_hemogram,bc78696d-2869-48c8-b49b-ff17ae081ad9,fe87ca31-0137-4442-8d1f-bc7fd72d9380,eacff484-91aa-4880-baf3-bcaff28e7f60,¿Eso significa que tiene una enfermedad?,4,150.883,OK,refused,completed,si,4,repair_generation,safety_guardrail,0.3,1280,1806,2.78,229,17.87,12.82,0,valid,ok,,stop,
MT-H-1,hemogram_history,60c8207d-4bca-4e4e-a87d-7e763b87fc2e,b6a66691-bd48-4146-9150-0dd84bd7bb97,075ca200-42a8-4b0d-8231-5155cdfb1d41,¿Cómo cambiaron los leucocitos de mi mascota?,3,106.59,generation_repair_failed,failed,failed_retryable,no,1,primary_generation,history_comparison,0.3,1280,3793,5.62,490,37.17,13.18,1,repairable,missing_required_clinical_facts,"WBC:value,WBC:unit,WBC:value,WBC:unit",stop,
MT-H-1,hemogram_history,60c8207d-4bca-4e4e-a87d-7e763b87fc2e,b6a66691-bd48-4146-9150-0dd84bd7bb97,075ca200-42a8-4b0d-8231-5155cdfb1d41,¿Cómo cambiaron los leucocitos de mi mascota?,3,106.59,generation_repair_failed,failed,failed_retryable,no,2,repair_generation,history_comparison_structured_repair,0.1,1024,3901,1.15,522,39.8,13.12,0,repairable,missing_required_clinical_facts,"WBC:value,WBC:unit,WBC:value,WBC:unit",stop,
MT-H-1,hemogram_history,60c8207d-4bca-4e4e-a87d-7e763b87fc2e,b6a66691-bd48-4146-9150-0dd84bd7bb97,075ca200-42a8-4b0d-8231-5155cdfb1d41,¿Cómo cambiaron los leucocitos de mi mascota?,3,106.59,generation_repair_failed,failed,failed_retryable,no,3,repair_generation,history_comparison,0.3,1280,1381,2.18,227,17.4,13.04,0,invalid,structured_policy_claim_type_invalid,,stop,
MT-H-2,hemogram_history,13a109f0-ceff-4775-97e2-9c11c6199391,4eacc12c-2512-46d2-bc95-ae4ac4778d3e,075ca200-42a8-4b0d-8231-5155cdfb1d41,¿Y las plaquetas?,3,97.499,generation_repair_failed,failed,failed_retryable,no,1,primary_generation,history_comparison,0.3,1280,3788,5.62,480,36.46,13.16,1,repairable,missing_required_clinical_facts,"PLT:value,PLT:unit",stop,
MT-H-2,hemogram_history,13a109f0-ceff-4775-97e2-9c11c6199391,4eacc12c-2512-46d2-bc95-ae4ac4778d3e,075ca200-42a8-4b0d-8231-5155cdfb1d41,¿Y las plaquetas?,3,97.499,generation_repair_failed,failed,failed_retryable,no,2,repair_generation,history_comparison_structured_repair,0.1,1024,3883,1.14,351,27.05,12.98,0,repairable,missing_required_clinical_facts,"PLT:value,PLT:unit",stop,
MT-H-2,hemogram_history,13a109f0-ceff-4775-97e2-9c11c6199391,4eacc12c-2512-46d2-bc95-ae4ac4778d3e,075ca200-42a8-4b0d-8231-5155cdfb1d41,¿Y las plaquetas?,3,97.499,generation_repair_failed,failed,failed_retryable,no,3,repair_generation,history_comparison,0.3,1280,1373,2.17,288,21.9,13.15,0,invalid,structured_schema_invalid,policy_rule_id_missing,stop,1011
